,compound0,compound1,similarity
52580,DB00843,DB01204,0.1871
52581,DB00843,DB01205,0.3099
52582,DB00843,DB01215,0.3497
52583,DB00843,DB01217,0.227
52584,DB00843,DB01220,0.2128
52585,DB00843,DB01221,0.3175
52586,DB00843,DB01223,0.1875
52587,DB00843,DB01224,0.3851
52588,DB00843,DB01232,0.3379
52589,DB00843,DB01233,0.2667
52590,DB00843,DB01236,0.0364
52591,DB00843,DB01238,0.369
52592,DB00843,DB01240,0.1325
52593,DB00843,DB01241,0.2481
52594,DB00843,DB01242,0.375
52595,DB00843,DB01254,0.32
52596,DB00843,DB01263,0.2895
52597,DB00843,DB01264,0.3511
52598,DB00843,DB01267,0.3765
52599,DB00843,DB01268,0.236
52600,DB00843,DB01275,0.2414
52601,DB00843,DB01291,0.1746
52602,DB00843,DB01410,0.2105
52603,DB00843,DB01589,0.32
52604,DB00843,DB01595,0.3688
52605,DB00843,DB01609,0.2857
52606,DB00843,DB01610,0.1879
52607,DB00843,DB01611,0.2192
52608,DB00843,DB05271,0.331
52609,DB00843,DB06700,0.2388
52610,DB00843,DB06701,0.3692
52611,DB00850,DB00853,0.1026
52612,DB00850,DB00861,0.2656
52613,DB00850,DB00862,0.3333
52614,DB00850,DB00864,0.1197
52615,DB00850,DB00869,0.124
52616,DB00850,DB00877,0.1484
52617,DB00850,DB00879,0.1626
52618,DB00850,DB00880,0.1613
52619,DB00850,DB00884,0.1463
52620,DB00850,DB00887,0.3243
52621,DB00850,DB00889,0.2621
52622,DB00850,DB00897,0.4
52623,DB00850,DB00903,0.2016
52624,DB00850,DB00904,0.3099
52625,DB00850,DB00905,0.2439
52626,DB00850,DB00909,0.2373
52627,DB00850,DB00910,0.087
52628,DB00850,DB00915,0.0721
52629,DB00850,DB00916,0.1982
52630,DB00850,DB00918,0.2917
52631,DB00850,DB00920,0.3636
52632,DB00850,DB00924,0.3143
52633,DB00850,DB00934,0.3546
52634,DB00850,DB00938,0.3373
52635,DB00850,DB00945,0.2281
52636,DB00850,DB00947,0.2073
52637,DB00850,DB00950,0.3804
52638,DB00850,DB00951,0.1308
52639,DB00850,DB00952,0.2778
52640,DB00850,DB00953,0.2482
52641,DB00850,DB00958,0.0901
52642,DB00850,DB00960,0.2308
52643,DB00850,DB00962,0.2639
52644,DB00850,DB00966,0.2827
52645,DB00850,DB00967,0.3472
52646,DB00850,DB00969,0.3099
52647,DB00850,DB00970,0.1129
52648,DB00850,DB00972,0.4204
52649,DB00850,DB00973,0.2439
52650,DB00850,DB00975,0.2514
52651,DB00850,DB00983,0.2685
52652,DB00850,DB00990,0.1571
52653,DB00850,DB00991,0.3217
52654,DB00850,DB00993,0.1353
52655,DB00850,DB00996,0.125
52656,DB00850,DB00998,0.2154
52657,DB00850,DB00999,0.1613
52658,DB00850,DB01001,0.2097
52659,DB00850,DB01003,0.2529
52660,DB00850,DB01004,0.1705
52661,DB00850,DB01005,0.0222
52662,DB00850,DB01006,0.2238
52663,DB00850,DB01007,0.3448
52664,DB00850,DB01008,0.087
52665,DB00850,DB01009,0.303
52666,DB00850,DB01016,0.3256
52667,DB00850,DB01019,0.0189
52668,DB00850,DB01020,0.0522
52669,DB00850,DB01023,0.1918
52670,DB00850,DB01029,0.3584
52671,DB00850,DB01032,0.2308
52672,DB00850,DB01033,0.0926
52673,DB00850,DB01035,0.2222
52674,DB00850,DB01039,0.2585
52675,DB00850,DB01041,0.2727
52676,DB00850,DB01042,0.2595
52677,DB00850,DB01043,0.0696
52678,DB00850,DB01044,0.2092
52679,DB00850,DB01045,0.1765
52680,DB00850,DB01048,0.2014
52681,DB00850,DB01050,0.2017
52682,DB00850,DB01059,0.2797
52683,DB00850,DB01062,0.2745
52684,DB00850,DB01067,0.2395
52685,DB00850,DB01068,0.3404
52686,DB00850,DB01069,0.5
52687,DB00850,DB01072,0.21
52688,DB00850,DB01077,0.0192
52689,DB00850,DB01097,0.1985
52690,DB00850,DB01101,0.1497
52691,DB00850,DB01105,0.2769
52692,DB00850,DB01110,0.3333
52693,DB00850,DB01114,0.3459
52694,DB00850,DB01115,0.2055
52695,DB00850,DB01117,0.3791
52696,DB00850,DB01118,0.2892
52697,DB00850,DB01124,0.2188
52698,DB00850,DB01126,0.1778
52699,DB00850,DB01127,0.3378
52700,DB00850,DB01128,0.2436
52701,DB00850,DB01129,0.3046
52702,DB00850,DB01132,0.2781
52703,DB00850,DB01136,0.2994
52704,DB00850,DB01140,0.2313
52705,DB00850,DB01143,0.1261
52706,DB00850,DB01149,0.5829
52707,DB00850,DB01151,0.4783
52708,DB00850,DB01156,0.2314
52709,DB00850,DB01162,0.2264
52710,DB00850,DB01165,0.2649
52711,DB00850,DB01173,0.2941
52712,DB00850,DB01181,0.1864
52713,DB00850,DB01182,0.3179
52714,DB00850,DB01188,0.1983
52715,DB00850,DB01189,0.0
52716,DB00850,DB01193,0.1944
52717,DB00850,DB01194,0.1986
52718,DB00850,DB01195,0.2051
52719,DB00850,DB01198,0.3462
52720,DB00850,DB01204,0.2485
52721,DB00850,DB01205,0.2429
52722,DB00850,DB01215,0.4113
52723,DB00850,DB01217,0.1583
52724,DB00850,DB01220,0.1373
52725,DB00850,DB01221,0.3065
52726,DB00850,DB01223,0.1519
52727,DB00850,DB01224,0.6038
52728,DB00850,DB01232,0.2581
52729,DB00850,DB01233,0.1955
52730,DB00850,DB01236,0.0185
52731,DB00850,DB01238,0.506
52732,DB00850,DB01240,0.1342
52733,DB00850,DB01241,0.2205
52734,DB00850,DB01242,0.5775
52735,DB00850,DB01254,0.4509
52736,DB00850,DB01263,0.2832
52737,DB00850,DB01264,0.2688
52738,DB00850,DB01267,0.3095
52739,DB00850,DB01268,0.1887
52740,DB00850,DB01275,0.2456
52741,DB00850,DB01291,0.1774
52742,DB00850,DB01410,0.117
52743,DB00850,DB01589,0.4189
52744,DB00850,DB01595,0.3165
52745,DB00850,DB01609,0.2767
52746,DB00850,DB01610,0.1497
52747,DB00850,DB01611,0.375
52748,DB00850,DB05271,0.3357
52749,DB00850,DB06700,0.2424
52750,DB00850,DB06701,0.25
52751,DB00853,DB00861,0.1609
52752,DB00853,DB00862,0.1805
52753,DB00853,DB00864,0.1036
52754,DB00853,DB00869,0.1818
52755,DB00853,DB00877,0.0837
52756,DB00853,DB00879,0.2195
52757,DB00853,DB00880,0.1928
52758,DB00853,DB00884,0.122
52759,DB00853,DB00887,0.1869
52760,DB00853,DB00889,0.2692
52761,DB00853,DB00897,0.1923
52762,DB00853,DB00903,0.2045
52763,DB00853,DB00904,0.2376
52764,DB00853,DB00905,0.0976
52765,DB00853,DB00909,0.2078
52766,DB00853,DB00910,0.05
52767,DB00853,DB00915,0.0286
52768,DB00853,DB00916,0.2286
52769,DB00853,DB00918,0.1553
52770,DB00853,DB00920,0.1765
52771,DB00853,DB00924,0.101
52772,DB00853,DB00934,0.1
52773,DB00853,DB00938,0.064
52774,DB00853,DB00945,0.2192
52775,DB00853,DB00947,0.0789
52776,DB00853,DB00950,0.1259
52777,DB00853,DB00951,0.2121
52778,DB00853,DB00952,0.1748
52779,DB00853,DB00953,0.1875
52780,DB00853,DB00958,0.1429
52781,DB00853,DB00960,0.1124
52782,DB00853,DB00962,0.2524
52783,DB00853,DB00966,0.1733
52784,DB00853,DB00967,0.1165
52785,DB00853,DB00969,0.2376
52786,DB00853,DB00970,0.1079
52787,DB00853,DB00972,0.1897
52788,DB00853,DB00973,0.1138
52789,DB00853,DB00975,0.1127
52790,DB00853,DB00983,0.1111
52791,DB00853,DB00990,0.1616
52792,DB00853,DB00991,0.1569
52793,DB00853,DB00993,0.2826
52794,DB00853,DB00996,0.1127
52795,DB00853,DB00998,0.2472
52796,DB00853,DB00999,0.1687
52797,DB00853,DB01001,0.1205
52798,DB00853,DB01003,0.1353
52799,DB00853,DB01004,0.2955
52800,DB00853,DB01005,0.2041
52801,DB00853,DB01006,0.1569
52802,DB00853,DB01007,0.1346
52803,DB00853,DB01008,0.0811
52804,DB00853,DB01009,0.1978
52805,DB00853,DB01016,0.1374
52806,DB00853,DB01019,0.1846
52807,DB00853,DB01020,0.027
52808,DB00853,DB01023,0.1714
52809,DB00853,DB01029,0.1818
52810,DB00853,DB01032,0.1798
52811,DB00853,DB01033,0.209
52812,DB00853,DB01035,0.1882
52813,DB00853,DB01039,0.1698
52814,DB00853,DB01041,0.1758
52815,DB00853,DB01042,0.1556
52816,DB00853,DB01043,0.0541
52817,DB00853,DB01044,0.2143
52818,DB00853,DB01045,0.132
52819,DB00853,DB01048,0.2449
52820,DB00853,DB01050,0.1795
52821,DB00853,DB01059,0.2353
52822,DB00853,DB01062,0.1071
52823,DB00853,DB01067,0.1905
52824,DB00853,DB01068,0.16
52825,DB00853,DB01069,0.1263
52826,DB00853,DB01072,0.1236
52827,DB00853,DB01077,0.0952
52828,DB00853,DB01097,0.2
52829,DB00853,DB01101,0.2264
52830,DB00853,DB01105,0.0899
52831,DB00853,DB01110,0.1284
52832,DB00853,DB01114,0.1522
52833,DB00853,DB01115,0.1714
52834,DB00853,DB01117,0.125
52835,DB00853,DB01118,0.128
52836,DB00853,DB01124,0.1839
52837,DB00853,DB01126,0.1439
52838,DB00853,DB01127,0.1308
52839,DB00853,DB01128,0.1565
52840,DB00853,DB01129,0.1636
52841,DB00853,DB01132,0.1818
52842,DB00853,DB01136,0.0794
52843,DB00853,DB01140,0.2264
52844,DB00853,DB01143,0.0571
52845,DB00853,DB01149,0.1642
52846,DB00853,DB01151,0.1237
52847,DB00853,DB01156,0.175
52848,DB00853,DB01162,0.2203
52849,DB00853,DB01165,0.2364
52850,DB00853,DB01173,0.1053
52851,DB00853,DB01181,0.0519
52852,DB00853,DB01182,0.1455
52853,DB00853,DB01188,0.2
52854,DB00853,DB01189,0.0
52855,DB00853,DB01193,0.1748
52856,DB00853,DB01194,0.18
52857,DB00853,DB01195,0.1217
52858,DB00853,DB01198,0.2957
52859,DB00853,DB01204,0.1094
52860,DB00853,DB01205,0.3636
52861,DB00853,DB01215,0.2
52862,DB00853,DB01217,0.1837
52863,DB00853,DB01220,0.1354
52864,DB00853,DB01221,0.1687
52865,DB00853,DB01223,0.2906
52866,DB00853,DB01224,0.1186
52867,DB00853,DB01232,0.1477
52868,DB00853,DB01233,0.1957
52869,DB00853,DB01236,0.0
52870,DB00853,DB01238,0.128
52871,DB00853,DB01240,0.0926
52872,DB00853,DB01241,0.186
52873,DB00853,DB01242,0.1188
52874,DB00853,DB01254,0.2121
52875,DB00853,DB01263,0.1514
52876,DB00853,DB01264,0.1379
52877,DB00853,DB01267,0.1732
52878,DB00853,DB01268,0.1695
52879,DB00853,DB01275,0.2192
52880,DB00853,DB01291,0.1446
52881,DB00853,DB01410,0.1224
52882,DB00853,DB01589,0.1121
52883,DB00853,DB01595,0.1633
52884,DB00853,DB01609,0.1695
52885,DB00853,DB01610,0.3019
52886,DB00853,DB01611,0.1359
52887,DB00853,DB05271,0.098
52888,DB00853,DB06700,0.0879
52889,DB00853,DB06701,0.1379
52890,DB00861,DB00862,0.1944
52891,DB00861,DB00864,0.098
52892,DB00861,DB00869,0.1212
52893,DB00861,DB00877,0.1327
52894,DB00861,DB00879,0.1935
52895,DB00861,DB00880,0.2128
52896,DB00861,DB00884,0.1935
52897,DB00861,DB00887,0.3559
52898,DB00861,DB00889,0.2087
52899,DB00861,DB00897,0.313
52900,DB00861,DB00903,0.2828
52901,DB00861,DB00904,0.2679
52902,DB00861,DB00905,0.194
52903,DB00861,DB00909,0.2273
52904,DB00861,DB00910,0.0611
52905,DB00861,DB00915,0.0
52906,DB00861,DB00916,0.1235
52907,DB00861,DB00918,0.2105
52908,DB00861,DB00920,0.3009
52909,DB00861,DB00924,0.2909
52910,DB00861,DB00934,0.2523
52911,DB00861,DB00938,0.2941
52912,DB00861,DB00945,0.381
52913,DB00861,DB00947,0.184
52914,DB00861,DB00950,0.2597
52915,DB00861,DB00951,0.2597
52916,DB00861,DB00952,0.2105
52917,DB00861,DB00953,0.243
52918,DB00861,DB00958,0.0741
52919,DB00861,DB00960,0.24
52920,DB00861,DB00962,0.3333
52921,DB00861,DB00966,0.3602
52922,DB00861,DB00967,0.3158
52923,DB00861,DB00969,0.25
52924,DB00861,DB00970,0.0969
52925,DB00861,DB00972,0.2677
52926,DB00861,DB00973,0.3881
52927,DB00861,DB00975,0.1046
52928,DB00861,DB00983,0.3697
52929,DB00861,DB00990,0.1455
52930,DB00861,DB00991,0.3717
52931,DB00861,DB00993,0.1748
52932,DB00861,DB00996,0.122
52933,DB00861,DB00998,0.28
52934,DB00861,DB00999,0.1915
52935,DB00861,DB01001,0.2979
52936,DB00861,DB01003,0.3472
52937,DB00861,DB01004,0.1616
52938,DB00861,DB01005,0.1333
52939,DB00861,DB01006,0.2478
52940,DB00861,DB01007,0.2609
52941,DB00861,DB01008,0.0235
52942,DB00861,DB01009,0.3725
52943,DB00861,DB01016,0.2817
52944,DB00861,DB01019,0.0789
52945,DB00861,DB01020,0.0471
52946,DB00861,DB01023,0.2414
52947,DB00861,DB01029,0.2797
52948,DB00861,DB01032,0.32
52949,DB00861,DB01033,0.1282
52950,DB00861,DB01035,0.2708
52951,DB00861,DB01039,0.2906
52952,DB00861,DB01041,0.2745
52953,DB00861,DB01042,0.297
52954,DB00861,DB01043,0.0
52955,DB00861,DB01044,0.3252
52956,DB00861,DB01045,0.1635
52957,DB00861,DB01048,0.1468
52958,DB00861,DB01050,0.3371
52959,DB00861,DB01059,0.3894
52960,DB00861,DB01062,0.1951
52961,DB00861,DB01067,0.2482
52962,DB00861,DB01068,0.3423
52963,DB00861,DB01069,0.2642
52964,DB00861,DB01072,0.2116
52965,DB00861,DB01077,0.0811
52966,DB00861,DB01097,0.3762
52967,DB00861,DB01101,0.2051
52968,DB00861,DB01105,0.2
52969,DB00861,DB01110,0.3
52970,DB00861,DB01114,0.2524
52971,DB00861,DB01115,0.2586
52972,DB00861,DB01117,0.3252
52973,DB00861,DB01118,0.2794
52974,DB00861,DB01124,0.2653
52975,DB00861,DB01126,0.2267
52976,DB00861,DB01127,0.2712
52977,DB00861,DB01128,0.3968
52978,DB00861,DB01129,0.2645
52979,DB00861,DB01132,0.281
52980,DB00861,DB01136,0.2482
52981,DB00861,DB01140,0.359
52982,DB00861,DB01143,0.0741
52983,DB00861,DB01149,0.2345
52984,DB00861,DB01151,0.2593
52985,DB00861,DB01156,0.2637
52986,DB00861,DB01162,0.2016
52987,DB00861,DB01165,0.3306
52988,DB00861,DB01173,0.2453
52989,DB00861,DB01181,0.0227
52990,DB00861,DB01182,0.2975
52991,DB00861,DB01188,0.1978
52992,DB00861,DB01189,0.0548
52993,DB00861,DB01193,0.2456
52994,DB00861,DB01194,0.1081
52995,DB00861,DB01195,0.2381
52996,DB00861,DB01198,0.2381
52997,DB00861,DB01204,0.2878
52998,DB00861,DB01205,0.4
52999,DB00861,DB01215,0.3423
53000,DB00861,DB01217,0.1835
53001,DB00861,DB01220,0.197
53002,DB00861,DB01221,0.2128
53003,DB00861,DB01223,0.1406
53004,DB00861,DB01224,0.2636
53005,DB00861,DB01232,0.1925
53006,DB00861,DB01233,0.233
53007,DB00861,DB01236,0.0513
53008,DB00861,DB01238,0.2647
53009,DB00861,DB01240,0.1176
53010,DB00861,DB01241,0.2887
53011,DB00861,DB01242,0.2857
53012,DB00861,DB01254,0.2517
53013,DB00861,DB01263,0.2857
53014,DB00861,DB01264,0.2179
53015,DB00861,DB01267,0.2754
53016,DB00861,DB01268,0.3256
53017,DB00861,DB01275,0.2381
53018,DB00861,DB01291,0.2553
53019,DB00861,DB01410,0.1139
53020,DB00861,DB01589,0.3729
53021,DB00861,DB01595,0.367
53022,DB00861,DB01609,0.4031
53023,DB00861,DB01610,0.1538
53024,DB00861,DB01611,0.2456
53025,DB00861,DB05271,0.2832
53026,DB00861,DB06700,0.2549
53027,DB00861,DB06701,0.2245
53028,DB00862,DB00864,0.184
53029,DB00862,DB00869,0.2207
53030,DB00862,DB00877,0.1985
53031,DB00862,DB00879,0.1583
53032,DB00862,DB00880,0.2286
53033,DB00862,DB00884,0.1295
53034,DB00862,DB00887,0.2927
53035,DB00862,DB00889,0.2236
53036,DB00862,DB00897,0.2609
53037,DB00862,DB00903,0.2483
53038,DB00862,DB00904,0.2785
53039,DB00862,DB00905,0.1667
53040,DB00862,DB00909,0.2239
53041,DB00862,DB00910,0.113
53042,DB00862,DB00915,0.063
53043,DB00862,DB00916,0.1575
53044,DB00862,DB00918,0.375
53045,DB00862,DB00920,0.2893
53046,DB00862,DB00924,0.1923
53047,DB00862,DB00934,0.1911
53048,DB00862,DB00938,0.1758
53049,DB00862,DB00945,0.1846
53050,DB00862,DB00947,0.1818
53051,DB00862,DB00950,0.23
53052,DB00862,DB00951,0.1301
53053,DB00862,DB00952,0.35
53054,DB00862,DB00953,0.2614
53055,DB00862,DB00958,0.126
53056,DB00862,DB00960,0.2192
53057,DB00862,DB00962,0.2375
53058,DB00862,DB00966,0.3382
53059,DB00862,DB00967,0.25
53060,DB00862,DB00969,0.3165
53061,DB00862,DB00970,0.197
53062,DB00862,DB00972,0.2775
53063,DB00862,DB00973,0.1889
53064,DB00862,DB00975,0.2412
53065,DB00862,DB00983,0.2061
53066,DB00862,DB00990,0.2051
53067,DB00862,DB00991,0.2013
53068,DB00862,DB00993,0.1879
53069,DB00862,DB00996,0.1094
53070,DB00862,DB00998,0.2329
53071,DB00862,DB00999,0.2143
53072,DB00862,DB01001,0.2
53073,DB00862,DB01003,0.2421
53074,DB00862,DB01004,0.2207
53075,DB00862,DB01005,0.0189
53076,DB00862,DB01006,0.1509
53077,DB00862,DB01007,0.1988
53078,DB00862,DB01008,0.1985
53079,DB00862,DB01009,0.1622
53080,DB00862,DB01016,0.3191
53081,DB00862,DB01019,0.1148
53082,DB00862,DB01020,0.0611
53083,DB00862,DB01023,0.2963
53084,DB00862,DB01029,0.328
53085,DB00862,DB01032,0.3288
53086,DB00862,DB01033,0.129
53087,DB00862,DB01035,0.2254
53088,DB00862,DB01039,0.1963
53089,DB00862,DB01041,0.2703
53090,DB00862,DB01042,0.1633
53091,DB00862,DB01043,0.0916
53092,DB00862,DB01044,0.2959
53093,DB00862,DB01045,0.252
53094,DB00862,DB01048,0.2065
53095,DB00862,DB01050,0.1778
53096,DB00862,DB01059,0.327
53097,DB00862,DB01062,0.2367
53098,DB00862,DB01067,0.306
53099,DB00862,DB01068,0.2548
53100,DB00862,DB01069,0.1842
53101,DB00862,DB01072,0.1787
53102,DB00862,DB01077,0.05
53103,DB00862,DB01097,0.1769
53104,DB00862,DB01101,0.2331
53105,DB00862,DB01105,0.2055
53106,DB00862,DB01110,0.2048
53107,DB00862,DB01114,0.1745
53108,DB00862,DB01115,0.2593
53109,DB00862,DB01117,0.2485
53110,DB00862,DB01118,0.3187
53111,DB00862,DB01124,0.3194
53112,DB00862,DB01126,0.2041
53113,DB00862,DB01127,0.1951
53114,DB00862,DB01128,0.2442
53115,DB00862,DB01129,0.3114
53116,DB00862,DB01132,0.2994
53117,DB00862,DB01136,0.2295
53118,DB00862,DB01140,0.2209
53119,DB00862,DB01143,0.0787
53120,DB00862,DB01149,0.3874
53121,DB00862,DB01151,0.2078
53122,DB00862,DB01156,0.1898
53123,DB00862,DB01162,0.32
53124,DB00862,DB01165,0.3234
53125,DB00862,DB01173,0.1974
53126,DB00862,DB01181,0.1493
53127,DB00862,DB01182,0.2395
53128,DB00862,DB01188,0.219
53129,DB00862,DB01189,0.0168
53130,DB00862,DB01193,0.3125
53131,DB00862,DB01194,0.2675
53132,DB00862,DB01195,0.2558
53133,DB00862,DB01198,0.3256
53134,DB00862,DB01204,0.2162
53135,DB00862,DB01205,0.3333
53136,DB00862,DB01215,0.2166
53137,DB00862,DB01217,0.1935
53138,DB00862,DB01220,0.2249
53139,DB00862,DB01221,0.2143
53140,DB00862,DB01223,0.2989
53141,DB00862,DB01224,0.3429
53142,DB00862,DB01232,0.2146
53143,DB00862,DB01233,0.255
53144,DB00862,DB01236,0.0323
53145,DB00862,DB01238,0.3846
53146,DB00862,DB01240,0.1333
53147,DB00862,DB01241,0.2937
53148,DB00862,DB01242,0.2405
53149,DB00862,DB01254,0.3915
53150,DB00862,DB01263,0.3058
53151,DB00862,DB01264,0.2475
53152,DB00862,DB01267,0.3804
53153,DB00862,DB01268,0.3429
53154,DB00862,DB01275,0.1538
53155,DB00862,DB01291,0.2
53156,DB00862,DB01410,0.1863
53157,DB00862,DB01589,0.2195
53158,DB00862,DB01595,0.2452
53159,DB00862,DB01609,0.2171
53160,DB00862,DB01610,0.2454
53161,DB00862,DB01611,0.225
53162,DB00862,DB05271,0.2516
53163,DB00862,DB06700,0.1892
53164,DB00862,DB06701,0.1944
53165,DB00864,DB00869,0.1561
53166,DB00864,DB00877,0.6446
53167,DB00864,DB00879,0.1307
53168,DB00864,DB00880,0.09
53169,DB00864,DB00884,0.0804
53170,DB00864,DB00887,0.125
53171,DB00864,DB00889,0.1991
53172,DB00864,DB00897,0.0905
53173,DB00864,DB00903,0.1268
53174,DB00864,DB00904,0.156
53175,DB00864,DB00905,0.1833
53176,DB00864,DB00909,0.0825
53177,DB00864,DB00910,0.2785
53178,DB00864,DB00915,0.139
53179,DB00864,DB00916,0.0963
53180,DB00864,DB00918,0.1727
53181,DB00864,DB00920,0.1461
53182,DB00864,DB00924,0.0926
53183,DB00864,DB00934,0.1106
53184,DB00864,DB00938,0.0826
53185,DB00864,DB00945,0.1053
53186,DB00864,DB00947,0.1859
53187,DB00864,DB00950,0.1692
53188,DB00864,DB00951,0.0437
53189,DB00864,DB00952,0.1727
53190,DB00864,DB00953,0.0845
53191,DB00864,DB00958,0.139
53192,DB00864,DB00960,0.0874
53193,DB00864,DB00962,0.1182
53194,DB00864,DB00966,0.1124
53195,DB00864,DB00967,0.1091
53196,DB00864,DB00969,0.156
53197,DB00864,DB00970,0.2937
53198,DB00864,DB00972,0.1803
53199,DB00864,DB00973,0.1167
53200,DB00864,DB00975,0.1853
53201,DB00864,DB00983,0.1333
53202,DB00864,DB00990,0.2222
53203,DB00864,DB00991,0.1005
53204,DB00864,DB00993,0.0861
53205,DB00864,DB00996,0.1277
53206,DB00864,DB00998,0.1456
53207,DB00864,DB00999,0.1
53208,DB00864,DB01001,0.11
53209,DB00864,DB01003,0.168
53210,DB00864,DB01004,0.1171
53211,DB00864,DB01005,0.0361
53212,DB00864,DB01006,0.0548
53213,DB00864,DB01007,0.0814
53214,DB00864,DB01008,0.0942
53215,DB00864,DB01009,0.0865
53216,DB00864,DB01016,0.2097
53217,DB00864,DB01019,0.0879
53218,DB00864,DB01020,0.1571
53219,DB00864,DB01023,0.1712
53220,DB00864,DB01029,0.1446
53221,DB00864,DB01032,0.1068
53222,DB00864,DB01033,0.0435
53223,DB00864,DB01035,0.0792
53224,DB00864,DB01039,0.1256
53225,DB00864,DB01041,0.2019
53226,DB00864,DB01042,0.0676
53227,DB00864,DB01043,0.1047
53228,DB00864,DB01044,0.2358
53229,DB00864,DB01045,0.3439
53230,DB00864,DB01048,0.1581
53231,DB00864,DB01050,0.1026
53232,DB00864,DB01059,0.1735
53233,DB00864,DB01062,0.1747
53234,DB00864,DB01067,0.1975
53235,DB00864,DB01068,0.0922
53236,DB00864,DB01069,0.0943
53237,DB00864,DB01072,0.1627
53238,DB00864,DB01077,0.0667
53239,DB00864,DB01097,0.0966
53240,DB00864,DB01101,0.2063
53241,DB00864,DB01105,0.1262
53242,DB00864,DB01110,0.0796
53243,DB00864,DB01114,0.067
53244,DB00864,DB01115,0.1802
53245,DB00864,DB01117,0.1747
53246,DB00864,DB01118,0.1157
53247,DB00864,DB01124,0.1078
53248,DB00864,DB01126,0.2031
53249,DB00864,DB01127,0.0804
53250,DB00864,DB01128,0.1121
53251,DB00864,DB01129,0.1233
53252,DB00864,DB01132,0.1233
53253,DB00864,DB01136,0.107
53254,DB00864,DB01140,0.1704
53255,DB00864,DB01143,0.0428
53256,DB00864,DB01149,0.1355
53257,DB00864,DB01151,0.0935
53258,DB00864,DB01156,0.0914
53259,DB00864,DB01162,0.2298
53260,DB00864,DB01165,0.2026
53261,DB00864,DB01173,0.0943
53262,DB00864,DB01181,0.0928
53263,DB00864,DB01182,0.0881
53264,DB00864,DB01188,0.2132
53265,DB00864,DB01189,0.0112
53266,DB00864,DB01193,0.1364
53267,DB00864,DB01194,0.1475
53268,DB00864,DB01195,0.1552
53269,DB00864,DB01198,0.1724
53270,DB00864,DB01204,0.1143
53271,DB00864,DB01205,0.1574
53272,DB00864,DB01215,0.0737
53273,DB00864,DB01217,0.093
53274,DB00864,DB01220,0.3107
53275,DB00864,DB01221,0.14
53276,DB00864,DB01223,0.1709
53277,DB00864,DB01224,0.1277
53278,DB00864,DB01232,0.2116
53279,DB00864,DB01233,0.1244
53280,DB00864,DB01236,0.0217
53281,DB00864,DB01238,0.1488
53282,DB00864,DB01240,0.1956
53283,DB00864,DB01241,0.1379
53284,DB00864,DB01242,0.1101
53285,DB00864,DB01254,0.1526
53286,DB00864,DB01263,0.1589
53287,DB00864,DB01264,0.1756
53288,DB00864,DB01267,0.2377
53289,DB00864,DB01268,0.1447
53290,DB00864,DB01275,0.0421
53291,DB00864,DB01291,0.11
53292,DB00864,DB01410,0.3333
53293,DB00864,DB01589,0.0804
53294,DB00864,DB01595,0.093
53295,DB00864,DB01609,0.1021
53296,DB00864,DB01610,0.1435
53297,DB00864,DB01611,0.0818
53298,DB00864,DB05271,0.1279
53299,DB00864,DB06700,0.1635
53300,DB00864,DB06701,0.1569
53301,DB00869,DB00877,0.141
53302,DB00869,DB00879,0.234
53303,DB00869,DB00880,0.3789
53304,DB00869,DB00884,0.1064
53305,DB00869,DB00887,0.3025
53306,DB00869,DB00889,0.2069
53307,DB00869,DB00897,0.1207
53308,DB00869,DB00903,0.18
53309,DB00869,DB00904,0.177
53310,DB00869,DB00905,0.1778
53311,DB00869,DB00909,0.2697
53312,DB00869,DB00910,0.1212
53313,DB00869,DB00915,0.122
53314,DB00869,DB00916,0.1463
53315,DB00869,DB00918,0.2435
53316,DB00869,DB00920,0.1404
53317,DB00869,DB00924,0.1261
53318,DB00869,DB00934,0.1786
53319,DB00869,DB00938,0.1022
53320,DB00869,DB00945,0.1412
53321,DB00869,DB00947,0.1463
53322,DB00869,DB00950,0.129
53323,DB00869,DB00951,0.1282
53324,DB00869,DB00952,0.2957
53325,DB00869,DB00953,0.1481
53326,DB00869,DB00958,0.122
53327,DB00869,DB00960,0.1584
53328,DB00869,DB00962,0.1739
53329,DB00869,DB00966,0.1235
53330,DB00869,DB00967,0.1043
53331,DB00869,DB00969,0.1593
53332,DB00869,DB00970,0.1103
53333,DB00869,DB00972,0.1406
53334,DB00869,DB00973,0.1185
53335,DB00869,DB00975,0.0649
53336,DB00869,DB00983,0.1667
53337,DB00869,DB00990,0.1982
53338,DB00869,DB00991,0.1053
53339,DB00869,DB00993,0.1154
53340,DB00869,DB00996,0.0964
53341,DB00869,DB00998,0.2178
53342,DB00869,DB00999,0.4
53343,DB00869,DB01001,0.1895
53344,DB00869,DB01003,0.1379
53345,DB00869,DB01004,0.14
53346,DB00869,DB01005,0.0984
53347,DB00869,DB01006,0.0702
53348,DB00869,DB01007,0.1207
53349,DB00869,DB01008,0.2326
53350,DB00869,DB01009,0.1553
53351,DB00869,DB01016,0.2378
53352,DB00869,DB01019,0.1299
53353,DB00869,DB01020,0.093
53354,DB00869,DB01023,0.2051
53355,DB00869,DB01029,0.125
53356,DB00869,DB01032,0.2574
53357,DB00869,DB01033,0.1013
53358,DB00869,DB01035,0.2062
53359,DB00869,DB01039,0.1356
53360,DB00869,DB01041,0.1942
53361,DB00869,DB01042,0.1176
53362,DB00869,DB01043,0.1163
